scenario,location,tech_type,value
115,PRT_2,hydro_reservoir,0.1739601194724856
116,PRT_1,pumped_hydro,0.505776103896104
116,PRT_2,pumped_hydro,0.0058
116,PRT_1,hydro_reservoir,1.6428179933707294
116,PRT_2,hydro_reservoir,0.1739601194724856
117,PRT_1,pumped_hydro,0.505776103896104
117,PRT_2,pumped_hydro,0.0058
117,PRT_1,hydro_reservoir,1.6428179933707294
117,PRT_2,hydro_reservoir,0.1739601194724856
118,PRT_1,pumped_hydro,0.505776103896104
118,PRT_2,pumped_hydro,0.0058
118,PRT_1,hydro_reservoir,1.6428179933707294
118,PRT_2,hydro_reservoir,0.1739601194724856
119,PRT_1,pumped_hydro,0.505776103896104
119,PRT_2,pumped_hydro,0.0058
119,PRT_1,hydro_reservoir,1.6428179933707294
119,PRT_2,hydro_reservoir,0.1739601194724856
120,PRT_1,pumped_hydro,0.505776103896104
120,PRT_2,pumped_hydro,0.0058
120,PRT_1,hydro_reservoir,1.6428179933707294
120,PRT_2,hydro_reservoir,0.1739601194724856
121,PRT_1,pumped_hydro,0.505776103896104
121,PRT_2,pumped_hydro,0.0058
121,PRT_1,hydro_reservoir,1.6428179933707294
121,PRT_2,hydro_reservoir,0.1739601194724856
122,PRT_1,pumped_hydro,0.505776103896104
122,PRT_2,pumped_hydro,0.0058
122,PRT_1,hydro_reservoir,1.6428179933707294
122,PRT_2,hydro_reservoir,0.1739601194724856
123,PRT_1,pumped_hydro,0.505776103896104
123,PRT_2,pumped_hydro,0.0058
123,PRT_1,hydro_reservoir,1.6428179933707294
123,PRT_2,hydro_reservoir,0.1739601194724856
124,PRT_1,pumped_hydro,0.505776103896104
124,PRT_2,pumped_hydro,0.0058
124,PRT_1,hydro_reservoir,1.6428179933707294
124,PRT_2,hydro_reservoir,0.1739601194724856
125,PRT_1,pumped_hydro,0.505776103896104
125,PRT_2,pumped_hydro,0.0058
125,PRT_1,hydro_reservoir,1.6428179933707294
125,PRT_2,hydro_reservoir,0.1739601194724856
126,PRT_1,pumped_hydro,0.505776103896104
126,PRT_2,pumped_hydro,0.0058
126,PRT_1,hydro_reservoir,1.6428179933707294
126,PRT_2,hydro_reservoir,0.1739601194724856
127,PRT_1,pumped_hydro,0.505776103896104
127,PRT_2,pumped_hydro,0.0058
127,PRT_1,hydro_reservoir,1.6428179933707294
127,PRT_2,hydro_reservoir,0.1739601194724856
128,PRT_1,pumped_hydro,0.505776103896104
128,PRT_2,pumped_hydro,0.0058
128,PRT_1,hydro_reservoir,1.6428179933707294
128,PRT_2,hydro_reservoir,0.1739601194724856
129,PRT_1,pumped_hydro,0.505776103896104
129,PRT_2,pumped_hydro,0.0058
129,PRT_1,hydro_reservoir,1.6428179933707294
129,PRT_2,hydro_reservoir,0.1739601194724856
130,PRT_1,pumped_hydro,0.505776103896104
130,PRT_2,pumped_hydro,0.0058
130,PRT_1,hydro_reservoir,1.6428179933707294
130,PRT_2,hydro_reservoir,0.1739601194724856
131,PRT_1,pumped_hydro,0.505776103896104
131,PRT_2,pumped_hydro,0.0058
131,PRT_1,hydro_reservoir,1.6428179933707294
131,PRT_2,hydro_reservoir,0.1739601194724856
132,PRT_1,pumped_hydro,0.505776103896104
132,PRT_2,pumped_hydro,0.0058
132,PRT_1,hydro_reservoir,1.6428179933707294
132,PRT_2,hydro_reservoir,0.1739601194724856
133,PRT_1,pumped_hydro,0.505776103896104
133,PRT_2,pumped_hydro,0.0058
133,PRT_1,hydro_reservoir,1.6428179933707294
133,PRT_2,hydro_reservoir,0.1739601194724856
134,PRT_1,pumped_hydro,0.505776103896104
134,PRT_2,pumped_hydro,0.0058
134,PRT_1,hydro_reservoir,1.6428179933707294
134,PRT_2,hydro_reservoir,0.1739601194724856
135,PRT_1,pumped_hydro,0.505776103896104
135,PRT_2,pumped_hydro,0.0058
135,PRT_1,hydro_reservoir,1.6428179933707294
135,PRT_2,hydro_reservoir,0.1739601194724856
136,PRT_1,pumped_hydro,0.505776103896104
136,PRT_2,pumped_hydro,0.0058
136,PRT_1,hydro_reservoir,1.6428179933707294
136,PRT_2,hydro_reservoir,0.1739601194724856
137,PRT_1,pumped_hydro,0.505776103896104
137,PRT_2,pumped_hydro,0.0058
137,PRT_1,hydro_reservoir,1.6428179933707294
137,PRT_2,hydro_reservoir,0.1739601194724856
138,PRT_1,pumped_hydro,0.505776103896104
138,PRT_2,pumped_hydro,0.0058
138,PRT_1,hydro_reservoir,1.6428179933707294
138,PRT_2,hydro_reservoir,0.1739601194724856
139,PRT_1,pumped_hydro,0.505776103896104
139,PRT_2,pumped_hydro,0.0058
139,PRT_1,hydro_reservoir,1.6428179933707294
139,PRT_2,hydro_reservoir,0.1739601194724856
140,PRT_1,pumped_hydro,0.505776103896104
140,PRT_2,pumped_hydro,0.0058
140,PRT_1,hydro_reservoir,1.6428179933707294
140,PRT_2,hydro_reservoir,0.1739601194724856
141,PRT_1,pumped_hydro,0.505776103896104
141,PRT_2,pumped_hydro,0.0058
141,PRT_1,hydro_reservoir,1.6428179933707294
141,PRT_2,hydro_reservoir,0.1739601194724856
142,PRT_1,pumped_hydro,0.505776103896104
142,PRT_2,pumped_hydro,0.0058
142,PRT_1,hydro_reservoir,1.6428179933707294
142,PRT_2,hydro_reservoir,0.1739601194724856
143,PRT_1,pumped_hydro,0.505776103896104
143,PRT_2,pumped_hydro,0.0058
